0,贝纳尔,22,100075,100099
0,煮虾子老板,22,100150,100174
0,柯林,22,100350,100399
0,D,22,100125,100149
1,龙飨大祭坛-贝勒,135,102350,102351
0,龙飨教堂-盖利德,135,101950,101974
0,龙飨教堂-宁姆格福,135,101975,101999
0,恩雅-装备,148,101500,101574
0,恩雅-追忆,111,101898,101949
0,葛托克,22,100000,100024
0,格威-祷告,22,100185,100199
0,格威-魔法,22,100175,100184
0,隐士商人-王城,22,100725,100749
0,伊吉,22,100225,100249
0,囚犯商人-蒙格温,22,100975,100999
0,隐居商人-利耶尼亚,22,100625,100649
0,隐居商人-龙墓,22,100875,100899
0,咖列,22,100500,100524
0,流浪商人-雷亚卢卡利亚,22,100675,100699
0,流浪商人-安瑟尔河,22,100950,100974
0,流浪商人-亚坛高原,22,100750,100774
0,流浪商人-盖利德大道北方,22,100800,100824
0,流浪商人-海岸洞窟,22,100575,100599
0,流浪商人-宁姆格福东部,22,100550,100574
0,流浪商人-啜泣半岛东部,22,100600,100624
0,流浪商人-雪山,22,100900,100924
0,流浪商人-格密尔火山,22,100775,100799
0,流浪商人-宁姆格福北部,22,100525,100549
0,流浪商人-利耶尼亚北部,22,100700,100724
0,流浪商人-希芙拉河,22,100925,100949
0,流浪商人-盖利德南部,22,100825,100849
0,流浪商人-啜泣半岛,22,100650,100674
0,米利耶-祷告,22,100425,100474
0,米利耶-魔法,22,100400,100424
1,摩尔,22,102250,102289
0,帕奇,22,100100,100124
0,毕迪,22,100325,100349
0,罗杰尔,22,100200,100224
0,瑟濂的老师塞尔维斯,22,100275,100299
0,塞尔维斯的人偶,144,100300,100324
0,魔女瑟濂,22,100050,100074
1,提欧里耶,22,102270,102289
0,圆桌双生老妪,22,101800,101899
